student_id,grade,state_code,state_name,city_tier,subscription_type,gender,age_group,enrollment_cohort,is_jee_aspirant,is_neet_aspirant
STU006157,Grade 9,GJ,Gujarat,Tier 2,Basic,Female,14-15,2023-09,False,False
STU006158,Grade 12,MP,Madhya Pradesh,Tier 2,Free,Other,16-18,2023-02,False,False
STU006159,Grade 12,DL,Delhi,Tier 2,Free,Male,16-18,2023-05,True,False
STU006160,Grade 12,MH,Maharashtra,Tier 1,Premium,Male,16-18,2023-02,False,True
STU006161,Grade 11,UP,Uttar Pradesh,Tier 1,Free,Male,16-18,2023-12,True,True
STU006162,Grade 10,BR,Bihar,Tier 3,Basic,Female,14-15,2023-04,False,False
STU006163,Grade 12,TN,Tamil Nadu,Tier 1,Premium,Female,16-18,2023-07,True,False
STU006164,Grade 11,KA,Karnataka,Tier 2,Premium,Female,16-18,2023-03,True,False
STU006165,Grade 10,WB,West Bengal,Tier 3,Premium,Male,14-15,2023-07,False,False
STU006166,Grade 10,RJ,Rajasthan,Tier 3,Free,Female,14-15,2023-10,False,False
STU006167,Grade 10,GJ,Gujarat,Tier 1,Basic,Female,14-15,2023-03,False,False
STU006168,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Female,16-18,2023-07,False,False
STU006169,Grade 10,DL,Delhi,Tier 3,Free,Female,14-15,2023-01,False,False
STU006170,Grade 12,MH,Maharashtra,Tier 2,Premium,Male,16-18,2023-10,True,True
STU006171,Grade 9,UP,Uttar Pradesh,Tier 1,Premium,Male,14-15,2023-03,False,False
STU006172,Grade 12,BR,Bihar,Tier 3,Basic,Female,16-18,2023-02,False,True
STU006173,Grade 10,TN,Tamil Nadu,Tier 3,Free,Female,14-15,2023-08,False,False
STU006174,Grade 11,KA,Karnataka,Tier 2,Free,Male,16-18,2023-12,False,False
STU006175,Grade 11,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-07,True,True
STU006176,Grade 12,RJ,Rajasthan,Tier 2,Premium,Female,16-18,2023-07,False,False
STU006177,Grade 11,GJ,Gujarat,Tier 1,Premium,Female,16-18,2023-10,False,False
STU006178,Grade 11,MP,Madhya Pradesh,Tier 1,Premium,Male,16-18,2023-08,False,False
STU006179,Grade 12,DL,Delhi,Tier 2,Premium,Female,16-18,2023-09,False,False
STU006180,Grade 12,MH,Maharashtra,Tier 2,Free,Female,16-18,2023-01,True,False
STU006181,Grade 11,UP,Uttar Pradesh,Tier 1,Free,Male,16-18,2023-02,False,False
STU006182,Grade 9,BR,Bihar,Tier 2,Basic,Male,14-15,2023-02,False,False
STU006183,Grade 12,TN,Tamil Nadu,Tier 1,Basic,Female,16-18,2023-05,False,False
STU006184,Grade 12,KA,Karnataka,Tier 2,Basic,Female,16-18,2023-02,False,True
STU006185,Grade 10,WB,West Bengal,Tier 2,Free,Female,14-15,2023-11,False,False
STU006186,Grade 12,RJ,Rajasthan,Tier 1,Basic,Female,16-18,2023-07,True,False
STU006187,Grade 12,GJ,Gujarat,Tier 2,Basic,Female,16-18,2023-09,True,False
STU006188,Grade 9,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-03,False,False
STU006189,Grade 11,DL,Delhi,Tier 1,Premium,Male,16-18,2023-01,False,True
STU006190,Grade 10,MH,Maharashtra,Tier 1,Basic,Female,14-15,2023-06,False,False
STU006191,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Female,14-15,2023-11,False,False
STU006192,Grade 11,BR,Bihar,Tier 1,Basic,Male,16-18,2023-09,False,True
STU006193,Grade 11,TN,Tamil Nadu,Tier 1,Basic,Female,16-18,2023-12,True,False
STU006194,Grade 9,KA,Karnataka,Tier 3,Free,Female,14-15,2023-07,False,False
STU006195,Grade 12,WB,West Bengal,Tier 2,Free,Female,16-18,2023-05,True,True
STU006196,Grade 11,RJ,Rajasthan,Tier 3,Free,Other,16-18,2023-05,False,False
STU006197,Grade 10,GJ,Gujarat,Tier 3,Basic,Female,14-15,2023-07,False,False
STU006198,Grade 12,MP,Madhya Pradesh,Tier 1,Basic,Male,16-18,2023-08,True,False
STU006199,Grade 10,DL,Delhi,Tier 2,Basic,Female,14-15,2023-07,False,False
STU006200,Grade 10,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-09,False,False
STU006201,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Male,16-18,2023-01,False,False
STU006202,Grade 9,BR,Bihar,Tier 1,Basic,Male,14-15,2023-02,False,False
STU006203,Grade 12,TN,Tamil Nadu,Tier 2,Basic,Male,16-18,2023-07,True,False
STU006204,Grade 10,KA,Karnataka,Tier 1,Basic,Female,14-15,2023-03,False,False
STU006205,Grade 12,WB,West Bengal,Tier 1,Basic,Male,16-18,2023-09,False,False
STU006206,Grade 11,RJ,Rajasthan,Tier 1,Premium,Female,16-18,2023-09,False,False
STU006207,Grade 12,GJ,Gujarat,Tier 3,Free,Female,16-18,2023-08,False,False
STU006208,Grade 9,MP,Madhya Pradesh,Tier 1,Premium,Male,14-15,2023-10,False,False
STU006209,Grade 11,DL,Delhi,Tier 3,Basic,Female,16-18,2023-07,False,False
STU006210,Grade 10,MH,Maharashtra,Tier 2,Basic,Female,14-15,2023-09,False,False
STU006211,Grade 11,UP,Uttar Pradesh,Tier 2,Free,Male,16-18,2023-04,True,False
STU006212,Grade 12,BR,Bihar,Tier 3,Basic,Male,16-18,2023-10,True,True
STU006213,Grade 10,TN,Tamil Nadu,Tier 3,Premium,Female,14-15,2023-12,False,False
STU006214,Grade 10,KA,Karnataka,Tier 2,Basic,Male,14-15,2023-07,False,False
STU006215,Grade 10,WB,West Bengal,Tier 2,Premium,Female,14-15,2023-07,False,False
STU006216,Grade 9,RJ,Rajasthan,Tier 3,Free,Female,14-15,2023-08,False,False
STU006217,Grade 9,GJ,Gujarat,Tier 3,Free,Female,14-15,2023-05,False,False
STU006218,Grade 10,MP,Madhya Pradesh,Tier 2,Basic,Male,14-15,2023-08,False,False
STU006219,Grade 11,DL,Delhi,Tier 2,Free,Male,16-18,2023-09,True,False
STU006220,Grade 11,MH,Maharashtra,Tier 2,Basic,Female,16-18,2023-10,True,False
STU006221,Grade 10,UP,Uttar Pradesh,Tier 1,Basic,Female,14-15,2023-07,False,False
STU006222,Grade 11,BR,Bihar,Tier 1,Premium,Male,16-18,2023-11,True,False
STU006223,Grade 10,TN,Tamil Nadu,Tier 1,Premium,Male,14-15,2023-09,False,False
STU006224,Grade 12,KA,Karnataka,Tier 1,Premium,Male,16-18,2023-11,True,True
STU006225,Grade 11,WB,West Bengal,Tier 1,Basic,Male,16-18,2023-09,True,True
STU006226,Grade 11,RJ,Rajasthan,Tier 2,Premium,Female,16-18,2023-09,True,True
STU006227,Grade 12,GJ,Gujarat,Tier 2,Premium,Male,16-18,2023-04,False,True
STU006228,Grade 12,MP,Madhya Pradesh,Tier 2,Premium,Female,16-18,2023-03,False,False
STU006229,Grade 10,DL,Delhi,Tier 1,Premium,Male,14-15,2023-02,False,False
STU006230,Grade 11,MH,Maharashtra,Tier 2,Free,Other,16-18,2023-08,False,False
STU006231,Grade 10,UP,Uttar Pradesh,Tier 2,Basic,Female,14-15,2023-10,False,False
STU006232,Grade 10,BR,Bihar,Tier 1,Basic,Male,14-15,2023-01,False,False
STU006233,Grade 9,TN,Tamil Nadu,Tier 2,Premium,Female,14-15,2023-07,False,False
STU006234,Grade 11,KA,Karnataka,Tier 1,Premium,Male,16-18,2023-08,False,True
STU006235,Grade 11,WB,West Bengal,Tier 2,Free,Female,16-18,2023-07,False,False
STU006236,Grade 11,RJ,Rajasthan,Tier 3,Free,Male,16-18,2023-11,True,True
STU006237,Grade 12,GJ,Gujarat,Tier 3,Basic,Female,16-18,2023-08,True,False
STU006238,Grade 11,MP,Madhya Pradesh,Tier 2,Free,Female,16-18,2023-09,True,False
STU006239,Grade 10,DL,Delhi,Tier 3,Basic,Female,14-15,2023-09,False,False
STU006240,Grade 11,MH,Maharashtra,Tier 2,Premium,Male,16-18,2023-06,False,False
STU006241,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Female,16-18,2023-04,False,False
STU006242,Grade 11,BR,Bihar,Tier 2,Premium,Female,16-18,2023-07,True,False
STU006243,Grade 9,TN,Tamil Nadu,Tier 2,Premium,Male,14-15,2023-08,False,False
STU006244,Grade 11,KA,Karnataka,Tier 1,Free,Male,16-18,2023-09,False,False
STU006245,Grade 11,WB,West Bengal,Tier 3,Free,Male,16-18,2023-04,True,True
STU006246,Grade 9,RJ,Rajasthan,Tier 1,Basic,Female,14-15,2023-05,False,False
STU006247,Grade 11,GJ,Gujarat,Tier 3,Basic,Female,16-18,2023-03,True,True
STU006248,Grade 12,MP,Madhya Pradesh,Tier 2,Free,Male,16-18,2023-04,False,False
STU006249,Grade 9,DL,Delhi,Tier 2,Free,Male,14-15,2023-04,False,False
STU006250,Grade 10,MH,Maharashtra,Tier 2,Basic,Male,14-15,2023-06,False,False
STU006251,Grade 9,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-06,False,False
STU006252,Grade 11,BR,Bihar,Tier 2,Basic,Female,16-18,2023-12,True,False
STU006253,Grade 10,TN,Tamil Nadu,Tier 3,Basic,Male,14-15,2023-08,False,False
STU006254,Grade 10,KA,Karnataka,Tier 2,Free,Male,14-15,2023-10,False,False
STU006255,Grade 10,WB,West Bengal,Tier 1,Basic,Male,14-15,2023-08,False,False
STU006256,Grade 11,RJ,Rajasthan,Tier 2,Free,Male,16-18,2023-07,False,False
STU006257,Grade 11,GJ,Gujarat,Tier 2,Basic,Female,16-18,2023-10,True,False
STU006258,Grade 11,MP,Madhya Pradesh,Tier 2,Premium,Female,16-18,2023-05,False,True
STU006259,Grade 12,DL,Delhi,Tier 2,Basic,Female,16-18,2023-03,True,False
STU006260,Grade 9,MH,Maharashtra,Tier 3,Free,Male,14-15,2023-12,False,False
STU006261,Grade 10,UP,Uttar Pradesh,Tier 2,Basic,Female,14-15,2023-05,False,False
STU006262,Grade 9,BR,Bihar,Tier 2,Premium,Female,14-15,2023-10,False,False
STU006263,Grade 12,TN,Tamil Nadu,Tier 2,Free,Male,16-18,2023-02,False,True
STU006264,Grade 10,KA,Karnataka,Tier 1,Basic,Female,14-15,2023-09,False,False
STU006265,Grade 12,WB,West Bengal,Tier 1,Premium,Female,16-18,2023-12,True,False
STU006266,Grade 10,RJ,Rajasthan,Tier 3,Free,Female,14-15,2023-04,False,False
STU006267,Grade 10,GJ,Gujarat,Tier 3,Basic,Female,14-15,2023-05,False,False
STU006268,Grade 11,MP,Madhya Pradesh,Tier 1,Basic,Male,16-18,2023-10,True,False
STU006269,Grade 12,DL,Delhi,Tier 3,Basic,Female,16-18,2023-04,False,True
STU006270,Grade 10,MH,Maharashtra,Tier 3,Basic,Male,14-15,2023-12,False,False
STU006271,Grade 9,UP,Uttar Pradesh,Tier 1,Free,Male,14-15,2023-07,False,False
STU006272,Grade 10,BR,Bihar,Tier 3,Basic,Female,14-15,2023-09,False,False
STU006273,Grade 11,TN,Tamil Nadu,Tier 2,Free,Male,16-18,2023-10,False,False
STU006274,Grade 10,KA,Karnataka,Tier 2,Free,Male,14-15,2023-09,False,False
STU006275,Grade 10,WB,West Bengal,Tier 2,Free,Male,14-15,2023-03,False,False
STU006276,Grade 11,RJ,Rajasthan,Tier 3,Premium,Male,16-18,2023-01,True,False
STU006277,Grade 11,GJ,Gujarat,Tier 2,Basic,Female,16-18,2023-06,False,False
STU006278,Grade 11,MP,Madhya Pradesh,Tier 2,Premium,Male,16-18,2023-02,False,True
STU006279,Grade 10,DL,Delhi,Tier 1,Basic,Male,14-15,2023-09,False,False
STU006280,Grade 12,MH,Maharashtra,Tier 2,Free,Male,16-18,2023-09,True,True
STU006281,Grade 11,UP,Uttar Pradesh,Tier 2,Basic,Female,16-18,2023-06,True,False
STU006282,Grade 10,BR,Bihar,Tier 1,Premium,Male,14-15,2023-03,False,False
STU006283,Grade 9,TN,Tamil Nadu,Tier 3,Free,Female,14-15,2023-03,False,False
STU006284,Grade 11,KA,Karnataka,Tier 1,Free,Female,16-18,2023-04,False,False
STU006285,Grade 11,WB,West Bengal,Tier 3,Free,Male,16-18,2023-04,True,False
STU006286,Grade 11,RJ,Rajasthan,Tier 3,Premium,Male,16-18,2023-03,True,True
STU006287,Grade 11,GJ,Gujarat,Tier 2,Free,Male,16-18,2023-04,False,False
STU006288,Grade 10,MP,Madhya Pradesh,Tier 3,Basic,Female,14-15,2023-04,False,False
STU006289,Grade 12,DL,Delhi,Tier 1,Premium,Male,16-18,2023-07,False,False
STU006290,Grade 12,MH,Maharashtra,Tier 3,Basic,Female,16-18,2023-10,True,False
STU006291,Grade 10,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-08,False,False
STU006292,Grade 9,BR,Bihar,Tier 2,Free,Female,14-15,2023-01,False,False
STU006293,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Male,16-18,2023-06,True,False
STU006294,Grade 10,KA,Karnataka,Tier 3,Premium,Female,14-15,2023-06,False,False
STU006295,Grade 12,WB,West Bengal,Tier 1,Premium,Male,16-18,2023-06,False,True
STU006296,Grade 10,RJ,Rajasthan,Tier 1,Free,Male,14-15,2023-01,False,False
STU006297,Grade 12,GJ,Gujarat,Tier 1,Basic,Other,16-18,2023-01,False,True
STU006298,Grade 11,MP,Madhya Pradesh,Tier 1,Premium,Male,16-18,2023-07,False,True
STU006299,Grade 12,DL,Delhi,Tier 3,Free,Female,16-18,2023-10,False,False
STU006300,Grade 11,MH,Maharashtra,Tier 2,Basic,Female,16-18,2023-08,True,False
STU006301,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Male,14-15,2023-10,False,False
STU006302,Grade 10,BR,Bihar,Tier 2,Premium,Female,14-15,2023-05,False,False
STU006303,Grade 9,TN,Tamil Nadu,Tier 3,Basic,Female,14-15,2023-05,False,False
STU006304,Grade 10,KA,Karnataka,Tier 2,Free,Male,14-15,2023-08,False,False
STU006305,Grade 10,WB,West Bengal,Tier 3,Free,Female,14-15,2023-11,False,False
STU006306,Grade 9,RJ,Rajasthan,Tier 1,Premium,Male,14-15,2023-09,False,False
STU006307,Grade 12,GJ,Gujarat,Tier 2,Basic,Male,16-18,2023-02,False,False
STU006308,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Male,16-18,2023-04,False,False
STU006309,Grade 10,DL,Delhi,Tier 2,Free,Female,14-15,2023-05,False,False
STU006310,Grade 12,MH,Maharashtra,Tier 2,Premium,Female,16-18,2023-07,False,True
STU006311,Grade 12,UP,Uttar Pradesh,Tier 2,Free,Male,16-18,2023-01,True,False
STU006312,Grade 11,BR,Bihar,Tier 2,Premium,Male,16-18,2023-11,True,True
STU006313,Grade 10,TN,Tamil Nadu,Tier 3,Premium,Female,14-15,2023-03,False,False
STU006314,Grade 10,KA,Karnataka,Tier 1,Basic,Female,14-15,2023-01,False,False
STU006315,Grade 12,WB,West Bengal,Tier 1,Premium,Female,16-18,2023-04,False,False
STU006316,Grade 12,RJ,Rajasthan,Tier 3,Free,Male,16-18,2023-06,False,True
STU006317,Grade 9,GJ,Gujarat,Tier 1,Basic,Male,14-15,2023-12,False,False
STU006318,Grade 9,MP,Madhya Pradesh,Tier 1,Free,Female,14-15,2023-10,False,False
STU006319,Grade 11,DL,Delhi,Tier 2,Premium,Female,16-18,2023-04,False,False
STU006320,Grade 9,MH,Maharashtra,Tier 2,Free,Male,14-15,2023-01,False,False
STU006321,Grade 9,UP,Uttar Pradesh,Tier 3,Free,Male,14-15,2023-04,False,False
STU006322,Grade 9,BR,Bihar,Tier 1,Free,Male,14-15,2023-06,False,False
STU006323,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Male,16-18,2023-03,True,True
STU006324,Grade 11,KA,Karnataka,Tier 3,Free,Female,16-18,2023-03,True,True
STU006325,Grade 12,WB,West Bengal,Tier 3,Free,Female,16-18,2023-01,True,True
STU006326,Grade 9,RJ,Rajasthan,Tier 3,Free,Male,14-15,2023-09,False,False
STU006327,Grade 11,GJ,Gujarat,Tier 2,Basic,Female,16-18,2023-04,False,False
STU006328,Grade 12,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-04,False,True
STU006329,Grade 9,DL,Delhi,Tier 2,Basic,Female,14-15,2023-06,False,False
STU006330,Grade 11,MH,Maharashtra,Tier 3,Premium,Female,16-18,2023-02,True,False
STU006331,Grade 11,UP,Uttar Pradesh,Tier 2,Premium,Male,16-18,2023-03,False,False
STU006332,Grade 10,BR,Bihar,Tier 2,Basic,Male,14-15,2023-06,False,False
STU006333,Grade 12,TN,Tamil Nadu,Tier 3,Free,Female,16-18,2023-07,False,True
STU006334,Grade 11,KA,Karnataka,Tier 2,Basic,Male,16-18,2023-06,False,False
STU006335,Grade 10,WB,West Bengal,Tier 1,Basic,Male,14-15,2023-04,False,False
STU006336,Grade 9,RJ,Rajasthan,Tier 1,Free,Female,14-15,2023-04,False,False
STU006337,Grade 10,GJ,Gujarat,Tier 2,Free,Male,14-15,2023-07,False,False
STU006338,Grade 10,MP,Madhya Pradesh,Tier 2,Basic,Female,14-15,2023-04,False,False
STU006339,Grade 9,DL,Delhi,Tier 1,Premium,Male,14-15,2023-11,False,False
STU006340,Grade 10,MH,Maharashtra,Tier 2,Basic,Male,14-15,2023-08,False,False
STU006341,Grade 11,UP,Uttar Pradesh,Tier 2,Premium,Male,16-18,2023-06,True,False
STU006342,Grade 12,BR,Bihar,Tier 2,Basic,Male,16-18,2023-07,False,True
STU006343,Grade 12,TN,Tamil Nadu,Tier 3,Basic,Female,16-18,2023-08,True,False
STU006344,Grade 9,KA,Karnataka,Tier 1,Basic,Female,14-15,2023-03,False,False
STU006345,Grade 12,WB,West Bengal,Tier 2,Basic,Male,16-18,2023-03,False,True
STU006346,Grade 12,RJ,Rajasthan,Tier 3,Basic,Male,16-18,2023-05,False,True
STU006347,Grade 12,GJ,Gujarat,Tier 2,Premium,Female,16-18,2023-11,False,True
STU006348,Grade 12,MP,Madhya Pradesh,Tier 3,Free,Male,16-18,2023-10,False,False
STU006349,Grade 11,DL,Delhi,Tier 3,Basic,Female,16-18,2023-04,False,True
STU006350,Grade 9,MH,Maharashtra,Tier 1,Basic,Male,14-15,2023-10,False,False
STU006351,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Female,14-15,2023-08,False,False
STU006352,Grade 9,BR,Bihar,Tier 3,Free,Male,14-15,2023-03,False,False
STU006353,Grade 9,TN,Tamil Nadu,Tier 2,Free,Female,14-15,2023-07,False,False
STU006354,Grade 11,KA,Karnataka,Tier 2,Basic,Other,16-18,2023-03,True,True
STU006355,Grade 10,WB,West Bengal,Tier 1,Premium,Female,14-15,2023-05,False,False
STU006356,Grade 11,RJ,Rajasthan,Tier 3,Premium,Male,16-18,2023-04,True,False
STU006357,Grade 11,GJ,Gujarat,Tier 1,Premium,Female,16-18,2023-05,False,True
STU006358,Grade 11,MP,Madhya Pradesh,Tier 2,Basic,Female,16-18,2023-06,False,False
STU006359,Grade 11,DL,Delhi,Tier 2,Premium,Female,16-18,2023-08,False,False
STU006360,Grade 12,MH,Maharashtra,Tier 2,Free,Female,16-18,2023-07,True,True
STU006361,Grade 12,UP,Uttar Pradesh,Tier 3,Free,Female,16-18,2023-07,True,False
STU006362,Grade 11,BR,Bihar,Tier 3,Premium,Female,16-18,2023-08,False,True
STU006363,Grade 11,TN,Tamil Nadu,Tier 2,Premium,Male,16-18,2023-11,False,False
STU006364,Grade 9,KA,Karnataka,Tier 3,Basic,Other,14-15,2023-09,False,False
STU006365,Grade 12,WB,West Bengal,Tier 1,Premium,Female,16-18,2023-01,False,False
STU006366,Grade 12,RJ,Rajasthan,Tier 2,Free,Female,16-18,2023-02,False,False
STU006367,Grade 10,GJ,Gujarat,Tier 2,Basic,Male,14-15,2023-05,False,False
STU006368,Grade 11,MP,Madhya Pradesh,Tier 3,Free,Male,16-18,2023-07,True,False
STU006369,Grade 9,DL,Delhi,Tier 2,Basic,Male,14-15,2023-03,False,False
STU006370,Grade 11,MH,Maharashtra,Tier 1,Free,Male,16-18,2023-01,True,True
STU006371,Grade 10,UP,Uttar Pradesh,Tier 2,Free,Female,14-15,2023-06,False,False
STU006372,Grade 10,BR,Bihar,Tier 1,Premium,Female,14-15,2023-08,False,False
STU006373,Grade 12,TN,Tamil Nadu,Tier 1,Free,Male,16-18,2023-12,False,True
STU006374,Grade 12,KA,Karnataka,Tier 1,Free,Female,16-18,2023-07,True,True
STU006375,Grade 9,WB,West Bengal,Tier 1,Premium,Male,14-15,2023-03,False,False
STU006376,Grade 12,RJ,Rajasthan,Tier 2,Free,Male,16-18,2023-04,True,False
STU006377,Grade 9,GJ,Gujarat,Tier 3,Free,Female,14-15,2023-10,False,False
STU006378,Grade 9,MP,Madhya Pradesh,Tier 2,Basic,Female,14-15,2023-12,False,False
STU006379,Grade 9,DL,Delhi,Tier 1,Premium,Male,14-15,2023-10,False,False
STU006380,Grade 10,MH,Maharashtra,Tier 1,Free,Male,14-15,2023-10,False,False
STU006381,Grade 9,UP,Uttar Pradesh,Tier 2,Free,Male,14-15,2023-03,False,False
STU006382,Grade 11,BR,Bihar,Tier 1,Premium,Female,16-18,2023-12,True,True
STU006383,Grade 11,TN,Tamil Nadu,Tier 1,Premium,Male,16-18,2023-04,True,True
STU006384,Grade 12,KA,Karnataka,Tier 2,Free,Female,16-18,2023-12,False,False
STU006385,Grade 10,WB,West Bengal,Tier 3,Free,Female,14-15,2023-07,False,False
STU006386,Grade 10,RJ,Rajasthan,Tier 2,Premium,Male,14-15,2023-03,False,False
STU006387,Grade 9,GJ,Gujarat,Tier 1,Premium,Female,14-15,2023-06,False,False
STU006388,Grade 11,MP,Madhya Pradesh,Tier 2,Free,Female,16-18,2023-04,False,False
STU006389,Grade 11,DL,Delhi,Tier 2,Premium,Female,16-18,2023-07,False,False
STU006390,Grade 11,MH,Maharashtra,Tier 2,Basic,Male,16-18,2023-12,False,True
STU006391,Grade 11,UP,Uttar Pradesh,Tier 3,Premium,Female,16-18,2023-05,False,True
STU006392,Grade 10,BR,Bihar,Tier 2,Premium,Female,14-15,2023-08,False,False
STU006393,Grade 10,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-11,False,False
STU006394,Grade 10,KA,Karnataka,Tier 1,Premium,Male,14-15,2023-03,False,False
STU006395,Grade 12,WB,West Bengal,Tier 2,Basic,Female,16-18,2023-11,True,True
STU006396,Grade 11,RJ,Rajasthan,Tier 1,Premium,Female,16-18,2023-06,True,False
STU006397,Grade 11,GJ,Gujarat,Tier 1,Premium,Female,16-18,2023-02,False,False
STU006398,Grade 10,MP,Madhya Pradesh,Tier 2,Free,Female,14-15,2023-05,False,False
STU006399,Grade 11,DL,Delhi,Tier 1,Free,Male,16-18,2023-08,False,True
STU006400,Grade 12,MH,Maharashtra,Tier 2,Premium,Male,16-18,2023-04,False,True
STU006401,Grade 12,UP,Uttar Pradesh,Tier 2,Premium,Female,16-18,2023-09,True,False
STU006402,Grade 10,BR,Bihar,Tier 2,Premium,Male,14-15,2023-06,False,False
STU006403,Grade 9,TN,Tamil Nadu,Tier 2,Basic,Female,14-15,2023-10,False,False
STU006404,Grade 12,KA,Karnataka,Tier 2,Premium,Female,16-18,2023-10,True,True
STU006405,Grade 12,WB,West Bengal,Tier 3,Free,Female,16-18,2023-08,True,False
STU006406,Grade 10,RJ,Rajasthan,Tier 2,Basic,Female,14-15,2023-01,False,False
STU006407,Grade 11,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-12,False,False
STU006408,Grade 12,MP,Madhya Pradesh,Tier 1,Premium,Male,16-18,2023-01,False,False
STU006409,Grade 10,DL,Delhi,Tier 2,Basic,Female,14-15,2023-04,False,False
STU006410,Grade 11,MH,Maharashtra,Tier 3,Free,Female,16-18,2023-03,True,False
STU006411,Grade 9,UP,Uttar Pradesh,Tier 2,Basic,Male,14-15,2023-09,False,False
STU006412,Grade 11,BR,Bihar,Tier 3,Free,Male,16-18,2023-10,True,True
STU006413,Grade 11,TN,Tamil Nadu,Tier 1,Free,Male,16-18,2023-05,False,False
STU006414,Grade 10,KA,Karnataka,Tier 3,Free,Male,14-15,2023-09,False,False
STU006415,Grade 11,WB,West Bengal,Tier 2,Free,Male,16-18,2023-12,True,False
STU006416,Grade 10,RJ,Rajasthan,Tier 2,Basic,Male,14-15,2023-12,False,False
STU006417,Grade 11,GJ,Gujarat,Tier 2,Free,Male,16-18,2023-11,True,False
STU006418,Grade 9,MP,Madhya Pradesh,Tier 3,Free,Male,14-15,2023-03,False,False
STU006419,Grade 11,DL,Delhi,Tier 3,Basic,Male,16-18,2023-01,True,True
STU006420,Grade 10,MH,Maharashtra,Tier 3,Basic,Male,14-15,2023-10,False,False
STU006421,Grade 9,UP,Uttar Pradesh,Tier 2,Premium,Male,14-15,2023-04,False,False
STU006422,Grade 11,BR,Bihar,Tier 2,Free,Female,16-18,2023-08,True,False
STU006423,Grade 12,TN,Tamil Nadu,Tier 2,Basic,Male,16-18,2023-06,True,False
STU006424,Grade 11,KA,Karnataka,Tier 3,Basic,Female,16-18,2023-02,True,False
STU006425,Grade 12,WB,West Bengal,Tier 1,Basic,Female,16-18,2023-02,True,False
STU006426,Grade 12,RJ,Rajasthan,Tier 3,Free,Female,16-18,2023-06,False,False
STU006427,Grade 11,GJ,Gujarat,Tier 3,Basic,Female,16-18,2023-12,True,False
STU006428,Grade 11,MP,Madhya Pradesh,Tier 1,Basic,Female,16-18,2023-08,True,False
STU006429,Grade 11,DL,Delhi,Tier 2,Basic,Male,16-18,2023-02,True,False
STU006430,Grade 12,MH,Maharashtra,Tier 1,Premium,Male,16-18,2023-05,False,False
STU006431,Grade 11,UP,Uttar Pradesh,Tier 1,Basic,Female,16-18,2023-10,True,True
STU006432,Grade 10,BR,Bihar,Tier 1,Basic,Female,14-15,2023-03,False,False
STU006433,Grade 10,TN,Tamil Nadu,Tier 2,Basic,Male,14-15,2023-10,False,False
STU006434,Grade 12,KA,Karnataka,Tier 2,Free,Male,16-18,2023-06,True,False
STU006435,Grade 9,WB,West Bengal,Tier 2,Free,Male,14-15,2023-05,False,False
STU006436,Grade 10,RJ,Rajasthan,Tier 2,Basic,Female,14-15,2023-03,False,False
STU006437,Grade 10,GJ,Gujarat,Tier 1,Premium,Male,14-15,2023-01,False,False
STU006438,Grade 10,MP,Madhya Pradesh,Tier 2,Premium,Male,14-15,2023-04,False,False
STU006439,Grade 10,DL,Delhi,Tier 2,Free,Female,14-15,2023-06,False,False
STU006440,Grade 12,MH,Maharashtra,Tier 3,Basic,Male,16-18,2023-11,False,False
STU006441,Grade 9,UP,Uttar Pradesh,Tier 1,Basic,Male,14-15,2023-11,False,False
STU006442,Grade 12,BR,Bihar,Tier 1,Premium,Female,16-18,2023-08,False,False
STU006443,Grade 9,TN,Tamil Nadu,Tier 3,Premium,Female,14-15,2023-10,False,False
STU006444,Grade 12,KA,Karnataka,Tier 1,Premium,Other,16-18,2023-03,True,False
STU006445,Grade 10,WB,West Bengal,Tier 1,Premium,Female,14-15,2023-09,False,False
STU006446,Grade 9,RJ,Rajasthan,Tier 3,Free,Male,14-15,2023-08,False,False
STU006447,Grade 11,GJ,Gujarat,Tier 3,Free,Male,16-18,2023-06,False,True
STU006448,Grade 10,MP,Madhya Pradesh,Tier 2,Premium,Male,14-15,2023-05,False,False
STU006449,Grade 9,DL,Delhi,Tier 2,Basic,Female,14-15,2023-03,False,False
STU006450,Grade 10,MH,Maharashtra,Tier 1,Basic,Male,14-15,2023-09,False,False
STU006451,Grade 10,UP,Uttar Pradesh,Tier 2,Premium,Male,14-15,2023-07,False,False
STU006452,Grade 12,BR,Bihar,Tier 3,Free,Male,16-18,2023-10,True,False
