course_id,week_start_date,city_tier,enrolled_students,active_students,new_enrollments,total_sessions,total_watch_mins,videos_watched,quizzes_submitted,avg_engagement_score,dropouts_this_week
MA01,2024-05-20,Tier 2,563,256,31,917,35528,477,303,47.0,7
MA01,2024-05-20,Tier 3,378,223,11,1012,25624,537,359,41.2,2
MA01,2024-05-27,Tier 1,579,281,41,1284,22426,634,576,90.2,5
MA01,2024-05-27,Tier 2,443,181,32,783,15381,480,357,73.1,4
MA01,2024-05-27,Tier 3,429,289,23,822,15984,696,378,48.5,4
MA01,2024-06-03,Tier 1,610,254,19,695,27029,524,216,69.2,4
MA01,2024-06-03,Tier 2,381,180,21,470,25972,670,249,47.2,4
MA01,2024-06-03,Tier 3,329,220,10,881,11601,350,428,55.2,1
MA01,2024-06-10,Tier 1,569,246,42,1187,20088,565,611,48.1,9
MA01,2024-06-10,Tier 2,440,233,19,1039,28159,824,342,49.9,6
MA01,2024-06-10,Tier 3,359,170,26,516,24526,640,170,34.0,4
MA01,2024-06-17,Tier 1,507,290,26,1432,23757,998,768,78.4,6
MA01,2024-06-17,Tier 2,502,321,34,1248,30510,516,663,81.0,5
MA01,2024-06-17,Tier 3,334,181,13,537,23561,709,177,63.6,1
MA01,2024-06-24,Tier 1,529,334,33,925,39203,1095,470,57.2,3
MA01,2024-06-24,Tier 2,504,329,34,1492,40085,991,505,62.4,6
MA01,2024-06-24,Tier 3,314,139,13,686,16900,498,209,53.5,2
MA01,2024-07-01,Tier 1,486,283,12,949,14889,522,420,72.7,7
MA01,2024-07-01,Tier 2,393,170,27,650,9525,649,298,71.0,2
MA01,2024-07-01,Tier 3,270,179,19,548,13515,675,257,50.1,1
MA01,2024-07-08,Tier 1,412,253,11,703,31353,874,329,61.8,2
MA01,2024-07-08,Tier 2,434,300,34,1261,27656,1192,421,77.4,3
MA01,2024-07-08,Tier 3,314,201,14,687,19646,760,212,38.0,2
MA01,2024-07-15,Tier 1,520,258,20,1030,20556,883,354,49.5,7
MA01,2024-07-15,Tier 2,391,246,28,1107,20333,871,513,77.9,2
MA01,2024-07-15,Tier 3,261,156,8,593,17814,481,287,40.1,1
MA01,2024-07-22,Tier 1,512,311,27,837,40666,810,266,65.0,5
MA01,2024-07-22,Tier 2,355,244,11,875,31975,521,393,52.8,4
MA01,2024-07-22,Tier 3,282,167,7,795,10300,555,386,57.8,3
MA01,2024-07-29,Tier 1,468,310,26,1177,16086,898,534,62.8,2
MA01,2024-07-29,Tier 2,419,178,11,723,11101,470,248,43.9,4
MA01,2024-07-29,Tier 3,254,171,5,690,17175,555,207,34.0,1
MA01,2024-08-05,Tier 1,357,249,18,1041,31074,882,407,67.5,3
MA01,2024-08-05,Tier 2,350,181,24,716,27046,589,345,68.6,3
MA01,2024-08-05,Tier 3,236,147,8,657,21351,316,228,53.5,2
MA01,2024-08-12,Tier 1,385,198,9,638,15154,353,210,72.1,1
MA01,2024-08-12,Tier 2,325,209,16,596,26211,317,228,83.0,2
MA01,2024-08-12,Tier 3,265,164,14,450,21602,283,268,62.6,3
MA01,2024-08-19,Tier 1,432,299,11,1052,22447,699,367,101.2,3
MA01,2024-08-19,Tier 2,377,254,20,651,25772,922,259,67.3,4
MA01,2024-08-19,Tier 3,255,118,6,302,16349,390,131,37.5,2
MA01,2024-08-26,Tier 1,406,258,12,668,12462,756,371,81.4,5
MA01,2024-08-26,Tier 2,323,140,21,420,12639,492,225,55.8,1
MA01,2024-08-26,Tier 3,261,122,19,436,12141,389,158,53.5,3
MA01,2024-09-02,Tier 1,352,177,18,492,14510,337,170,93.6,4
MA01,2024-09-02,Tier 2,319,165,8,767,15209,502,396,68.1,4
MA01,2024-09-02,Tier 3,214,92,6,327,7106,281,170,36.3,1
MA01,2024-09-09,Tier 1,362,150,11,694,7748,485,350,49.1,4
MA01,2024-09-09,Tier 2,287,184,7,915,26328,357,317,63.5,4
MA01,2024-09-09,Tier 3,265,170,16,690,21699,604,324,47.2,2
MA01,2024-09-16,Tier 1,378,230,11,838,32138,866,472,90.7,3
MA01,2024-09-16,Tier 2,318,129,13,568,9761,415,276,77.8,3
MA01,2024-09-16,Tier 3,245,121,18,442,13033,358,240,45.6,3
MA01,2024-09-23,Tier 1,376,229,21,739,31605,585,322,69.0,2
MA01,2024-09-23,Tier 2,283,119,14,383,17192,349,144,68.9,3
MA01,2024-09-23,Tier 3,229,121,15,362,14711,308,167,49.4,2
MA01,2024-09-30,Tier 1,428,172,33,638,22934,510,311,64.8,2
MA01,2024-09-30,Tier 2,324,190,15,624,20417,469,356,68.1,4
MA01,2024-09-30,Tier 3,279,155,22,666,17124,553,242,50.4,1
MA01,2024-10-07,Tier 1,364,155,11,686,10965,406,254,53.5,5
MA01,2024-10-07,Tier 2,343,181,25,690,14307,377,273,76.4,4
MA01,2024-10-07,Tier 3,248,160,5,622,12100,489,254,60.6,1
MA01,2024-10-14,Tier 1,391,166,21,503,23987,640,279,78.5,4
MA01,2024-10-14,Tier 2,341,165,11,568,9068,604,315,56.0,4
MA01,2024-10-14,Tier 3,230,147,17,647,15259,357,238,49.1,1
MA01,2024-10-21,Tier 1,453,306,11,799,43095,678,240,95.5,3
MA01,2024-10-21,Tier 2,375,178,22,707,18169,511,407,44.6,3
MA01,2024-10-21,Tier 3,231,105,10,488,11292,188,269,46.9,3
MA01,2024-10-28,Tier 1,400,215,24,1029,29718,798,365,87.2,5
MA01,2024-10-28,Tier 2,351,166,7,464,9361,511,223,69.7,4
MA01,2024-10-28,Tier 3,238,122,14,474,12521,424,145,52.0,3
MA01,2024-11-04,Tier 1,555,247,28,1208,12910,971,535,69.6,4
MA01,2024-11-04,Tier 2,400,276,28,810,25255,544,352,61.4,3
MA01,2024-11-04,Tier 3,273,168,19,747,15231,553,263,61.6,1
MA01,2024-11-11,Tier 1,426,187,12,599,27210,346,200,65.4,4
MA01,2024-11-11,Tier 2,387,242,22,1096,31092,598,431,57.9,4
MA01,2024-11-11,Tier 3,334,137,11,349,11199,367,158,44.9,4
MA01,2024-11-18,Tier 1,423,273,14,1040,23408,1016,586,99.8,2
MA01,2024-11-18,Tier 2,384,235,20,640,15405,905,378,76.4,5
MA01,2024-11-18,Tier 3,299,185,8,700,18601,671,351,62.3,2
MA01,2024-11-25,Tier 1,498,202,38,662,12207,357,351,49.3,7
MA01,2024-11-25,Tier 2,417,199,15,589,12102,782,261,79.6,5
MA01,2024-11-25,Tier 3,298,130,9,615,10948,451,274,59.8,3
MA01,2024-12-02,Tier 1,542,232,27,1150,31189,451,633,96.5,2
MA01,2024-12-02,Tier 2,448,225,34,1088,23563,513,406,66.8,2
MA01,2024-12-02,Tier 3,404,215,19,709,22706,338,405,43.5,4
MA01,2024-12-09,Tier 1,628,329,49,1006,37541,775,533,49.0,2
MA01,2024-12-09,Tier 2,452,220,34,853,16589,831,354,77.8,4
MA01,2024-12-09,Tier 3,338,181,25,778,19512,501,435,31.9,2
MA01,2024-12-16,Tier 1,649,367,35,1229,22105,1393,638,53.0,4
MA01,2024-12-16,Tier 2,440,282,33,789,33245,733,442,61.5,3
MA01,2024-12-16,Tier 3,379,244,29,757,30723,965,240,40.8,4
MA01,2024-12-23,Tier 1,531,348,27,1563,23815,1041,753,90.6,8
MA01,2024-12-23,Tier 2,482,308,34,838,41175,575,442,52.0,1
MA01,2024-12-23,Tier 3,324,203,7,887,29608,508,289,52.2,3
MA01,2024-12-30,Tier 1,523,277,28,1349,13305,737,436,61.0,7
MA01,2024-12-30,Tier 2,430,180,31,768,26692,428,318,63.8,3
MA01,2024-12-30,Tier 3,370,224,28,678,22736,346,212,33.3,3
MA02,2023-01-02,Tier 1,512,318,16,1366,41992,536,794,53.5,7
MA02,2023-01-02,Tier 2,469,191,28,770,12752,339,432,57.4,4
MA02,2023-01-02,Tier 3,334,223,11,568,33368,430,204,30.0,4
MA02,2023-01-09,Tier 1,570,306,24,1514,37432,1200,468,64.4,6
MA02,2023-01-09,Tier 2,488,280,32,1394,38245,483,630,69.5,6
MA02,2023-01-09,Tier 3,285,154,16,761,9681,597,286,46.6,3
MA02,2023-01-16,Tier 1,563,260,43,1079,18447,819,438,85.3,4
MA02,2023-01-16,Tier 2,492,297,26,1065,24185,944,607,65.2,2
MA02,2023-01-16,Tier 3,361,240,25,1019,18300,947,534,48.3,5
MA02,2023-01-23,Tier 1,482,239,32,880,11081,470,435,68.6,7
MA02,2023-01-23,Tier 2,402,266,13,721,37435,557,291,50.7,3
MA02,2023-01-23,Tier 3,324,180,22,616,21558,378,256,61.6,3
MA02,2023-01-30,Tier 1,553,356,35,1118,49057,1416,359,77.3,7
MA02,2023-01-30,Tier 2,491,303,19,1001,43499,719,485,47.5,7
MA02,2023-01-30,Tier 3,309,163,9,691,7846,595,303,34.8,1
MA02,2023-02-06,Tier 1,610,313,23,1179,41975,490,415,57.2,4
MA02,2023-02-06,Tier 2,454,189,9,895,24462,635,288,45.1,4
MA02,2023-02-06,Tier 3,361,213,8,553,21459,403,331,55.5,3
MA02,2023-02-13,Tier 1,633,420,46,1553,20689,980,913,94.3,4
MA02,2023-02-13,Tier 2,413,287,14,1240,22475,1038,465,43.2,2
MA02,2023-02-13,Tier 3,410,234,9,712,34130,482,292,60.9,2
MA02,2023-02-20,Tier 1,514,278,21,939,16147,866,453,93.1,2
MA02,2023-02-20,Tier 2,474,220,36,612,30882,660,195,51.8,4
MA02,2023-02-20,Tier 3,401,249,12,746,36672,841,312,43.7,3
MA02,2023-02-27,Tier 1,522,339,25,1525,38218,769,804,76.8,2
MA02,2023-02-27,Tier 2,442,229,29,860,26994,681,348,76.4,1
MA02,2023-02-27,Tier 3,409,216,27,587,29808,563,304,31.3,2
MA02,2023-03-06,Tier 1,540,277,18,1055,32261,1068,569,50.8,5
MA02,2023-03-06,Tier 2,534,268,41,954,22646,689,312,71.4,7
MA02,2023-03-06,Tier 3,338,225,7,608,30493,393,217,58.7,2
MA02,2023-03-13,Tier 1,522,273,33,1127,21418,437,628,63.0,4
MA02,2023-03-13,Tier 2,505,337,21,1679,24298,888,999,67.8,5
MA02,2023-03-13,Tier 3,374,151,18,387,8394,355,169,43.8,3
MA02,2023-03-20,Tier 1,557,253,29,1164,33379,686,617,95.6,2
MA02,2023-03-20,Tier 2,512,281,21,791,24521,572,450,69.1,7
MA02,2023-03-20,Tier 3,377,213,19,877,26526,783,315,37.2,4
MA02,2023-03-27,Tier 1,551,281,34,1068,23540,840,370,85.6,3
MA02,2023-03-27,Tier 2,463,308,10,1156,38398,1116,453,82.7,3
MA02,2023-03-27,Tier 3,355,188,18,936,11473,560,489,36.1,5
MA02,2023-04-03,Tier 1,523,341,21,1197,27373,936,668,98.3,5
MA02,2023-04-03,Tier 2,530,330,29,1086,22707,654,548,62.6,4
MA02,2023-04-03,Tier 3,352,162,17,459,19566,412,241,63.0,3
MA02,2023-04-10,Tier 1,537,261,35,871,14813,405,334,67.2,7
MA02,2023-04-10,Tier 2,537,303,17,1209,13780,686,625,75.5,7
MA02,2023-04-10,Tier 3,412,227,17,678,32955,622,228,53.8,6
MA02,2023-04-17,Tier 1,561,362,24,1471,37661,1367,715,69.7,4
MA02,2023-04-17,Tier 2,506,231,24,591,24872,404,193,63.6,4
MA02,2023-04-17,Tier 3,346,229,7,1001,13440,431,519,32.3,1
MA02,2023-04-24,Tier 1,514,273,27,1246,29598,704,746,61.6,7
MA02,2023-04-24,Tier 2,543,305,15,1457,20289,757,638,80.0,2
MA02,2023-04-24,Tier 3,334,174,8,516,24858,566,271,60.3,5
MA02,2023-05-01,Tier 1,572,242,42,783,24348,430,421,101.6,4
MA02,2023-05-01,Tier 2,506,289,22,893,27287,1063,504,65.5,3
MA02,2023-05-01,Tier 3,334,178,24,570,15635,406,193,63.5,3
MA02,2023-05-08,Tier 1,585,383,17,1471,38126,892,848,51.9,9
MA02,2023-05-08,Tier 2,465,296,31,1074,24377,899,403,79.5,3
MA02,2023-05-08,Tier 3,341,200,26,622,17630,699,226,30.2,2
MA02,2023-05-15,Tier 1,626,299,37,1455,17259,719,531,88.6,5
MA02,2023-05-15,Tier 2,504,226,24,842,11182,858,449,60.3,3
MA02,2023-05-15,Tier 3,370,194,15,947,14417,557,370,37.6,4
MA02,2023-05-22,Tier 1,577,360,38,1440,53640,796,759,88.0,5
MA02,2023-05-22,Tier 2,406,198,26,926,11318,351,410,77.4,3
MA02,2023-05-22,Tier 3,389,236,9,888,13742,834,311,52.3,5
MA02,2023-05-29,Tier 1,606,358,32,1635,16542,1166,623,50.1,9
MA02,2023-05-29,Tier 2,513,244,17,759,35100,415,408,49.8,6
MA02,2023-05-29,Tier 3,388,179,25,797,8400,485,442,59.2,3
MA02,2023-06-05,Tier 1,444,195,15,680,17221,613,352,55.9,3
MA02,2023-06-05,Tier 2,443,230,32,1025,16551,503,362,63.0,4
MA02,2023-06-05,Tier 3,273,176,12,766,18571,575,248,52.9,1
MA02,2023-06-12,Tier 1,466,262,19,1185,11898,665,504,92.1,3
MA02,2023-06-12,Tier 2,383,215,16,1004,30061,332,590,79.0,3
MA02,2023-06-12,Tier 3,267,148,12,450,9699,316,241,55.8,1
MA02,2023-06-19,Tier 1,476,279,18,1023,27098,682,580,95.3,2
MA02,2023-06-19,Tier 2,414,253,18,663,13034,405,313,80.3,3
MA02,2023-06-19,Tier 3,293,202,7,610,27331,618,333,60.7,1
MA02,2023-06-26,Tier 1,433,185,10,473,24026,709,188,65.5,3
MA02,2023-06-26,Tier 2,459,212,27,668,15991,547,209,64.3,5
MA02,2023-06-26,Tier 3,266,110,19,420,12212,215,138,31.4,1
MA02,2023-07-03,Tier 1,463,187,29,520,15602,533,293,97.6,6
MA02,2023-07-03,Tier 2,342,232,20,752,23698,396,404,66.3,2
MA02,2023-07-03,Tier 3,277,180,17,785,15980,613,456,34.6,4
MA02,2023-07-10,Tier 1,381,217,14,965,15605,674,423,96.6,3
MA02,2023-07-10,Tier 2,400,220,14,1024,27375,817,542,44.4,6
MA02,2023-07-10,Tier 3,298,180,10,813,11286,342,265,61.4,2
MA02,2023-07-17,Tier 1,479,325,37,960,33516,909,522,77.5,2
MA02,2023-07-17,Tier 2,316,203,11,733,14262,316,397,72.7,1
MA02,2023-07-17,Tier 3,248,115,15,441,15630,273,217,58.1,2
MA02,2023-07-24,Tier 1,488,319,33,1067,31906,695,584,56.1,6
MA02,2023-07-24,Tier 2,388,269,28,1275,31746,461,510,40.3,6
MA02,2023-07-24,Tier 3,275,127,19,540,5964,199,173,51.0,1
MA02,2023-07-31,Tier 1,442,210,31,896,10589,563,321,88.8,5
MA02,2023-07-31,Tier 2,314,192,24,598,21011,675,345,72.3,3
MA02,2023-07-31,Tier 3,264,151,11,444,22632,400,228,43.6,2
MA02,2023-08-07,Tier 1,423,207,11,656,20691,440,225,99.8,1
MA02,2023-08-07,Tier 2,348,200,7,678,14908,594,369,81.8,2
MA02,2023-08-07,Tier 3,230,142,5,633,17384,552,248,63.5,2
MA02,2023-08-14,Tier 1,397,276,12,1160,24126,967,659,87.6,4
MA02,2023-08-14,Tier 2,279,172,21,765,8382,520,399,53.3,1
MA02,2023-08-14,Tier 3,215,90,17,368,12796,205,176,57.6,1
MA02,2023-08-21,Tier 1,338,154,9,401,8467,320,224,65.0,3
MA02,2023-08-21,Tier 2,306,179,8,721,16898,579,338,80.0,4
MA02,2023-08-21,Tier 3,233,111,14,467,6297,364,182,41.7,1
MA02,2023-08-28,Tier 1,376,238,20,1059,13513,726,623,99.5,2
MA02,2023-08-28,Tier 2,280,119,12,363,12420,391,122,55.0,4
MA02,2023-08-28,Tier 3,219,141,11,448,16235,235,195,62.6,1
MA02,2023-09-04,Tier 1,379,183,15,512,8585,288,190,72.8,5
MA02,2023-09-04,Tier 2,259,145,14,544,16944,453,317,55.8,1
MA02,2023-09-04,Tier 3,251,174,18,780,8977,640,321,47.2,3
MA02,2023-09-11,Tier 1,343,171,12,620,22294,532,232,88.1,4
MA02,2023-09-11,Tier 2,267,185,11,509,10099,691,202,66.3,2
MA02,2023-09-11,Tier 3,197,87,6,347,12672,179,157,56.1,0
MA02,2023-09-18,Tier 1,343,168,12,565,18399,505,306,57.8,4
MA02,2023-09-18,Tier 2,341,141,12,575,7812,512,259,67.2,4
MA02,2023-09-18,Tier 3,248,170,19,829,23187,261,435,39.2,3
MA02,2023-09-25,Tier 1,339,235,12,712,15358,685,236,57.0,2
MA02,2023-09-25,Tier 2,290,170,12,525,9879,653,208,72.9,4
MA02,2023-09-25,Tier 3,225,104,15,447,6434,223,233,33.0,2
MA02,2023-10-02,Tier 1,338,200,22,522,17741,716,207,95.1,2
MA02,2023-10-02,Tier 2,326,176,15,547,12387,507,257,65.9,4
MA02,2023-10-02,Tier 3,270,145,20,372,11862,317,121,59.7,2
MA02,2023-10-09,Tier 1,435,178,26,456,12617,524,192,64.7,5
MA02,2023-10-09,Tier 2,326,184,25,599,18183,584,324,51.0,4
MA02,2023-10-09,Tier 3,237,139,14,424,11768,506,195,35.8,2
MA02,2023-10-16,Tier 1,350,188,26,538,13918,387,226,67.6,1
MA02,2023-10-16,Tier 2,316,196,6,862,20941,682,338,48.5,4
MA02,2023-10-16,Tier 3,267,109,7,396,6552,225,225,57.2,3
MA02,2023-10-23,Tier 1,382,226,23,851,17285,449,338,49.7,4
MA02,2023-10-23,Tier 2,376,186,17,690,23840,332,338,55.2,4
MA02,2023-10-23,Tier 3,244,118,15,324,16730,413,109,44.2,3
MA02,2023-10-30,Tier 1,339,148,25,532,13779,511,177,71.6,5
MA02,2023-10-30,Tier 2,321,204,9,759,20883,418,275,45.3,3
MA02,2023-10-30,Tier 3,279,172,8,474,9544,388,148,41.2,1
MA02,2023-11-06,Tier 1,440,275,29,1011,24237,725,366,78.7,2
MA02,2023-11-06,Tier 2,336,233,26,803,21100,600,461,73.6,1
MA02,2023-11-06,Tier 3,285,149,15,399,7992,362,127,54.5,4
MA02,2023-11-13,Tier 1,462,239,19,1108,35570,917,585,60.4,6
MA02,2023-11-13,Tier 2,384,234,11,1116,17380,699,346,65.7,5
MA02,2023-11-13,Tier 3,256,136,5,666,12710,350,277,52.6,1
MA02,2023-11-20,Tier 1,395,250,24,1241,27960,690,480,72.2,2
MA02,2023-11-20,Tier 2,441,263,20,1314,23982,1018,616,44.0,4
MA02,2023-11-20,Tier 3,330,222,9,774,18192,709,424,39.5,2
MA02,2023-11-27,Tier 1,409,250,24,906,36603,514,539,93.3,5
MA02,2023-11-27,Tier 2,404,250,16,1084,35413,817,579,57.8,4
MA02,2023-11-27,Tier 3,309,196,18,846,11358,708,386,38.8,3
MA02,2023-12-04,Tier 1,552,282,20,1285,32188,731,630,50.3,2
MA02,2023-12-04,Tier 2,486,310,30,1309,26547,512,467,44.9,7
MA02,2023-12-04,Tier 3,302,182,23,556,18628,475,171,45.5,2
MA02,2023-12-11,Tier 1,597,285,26,883,17977,758,521,77.0,4
MA02,2023-12-11,Tier 2,513,306,13,900,41412,508,298,74.1,4
MA02,2023-12-11,Tier 3,332,143,25,541,9988,277,199,30.2,2
MA02,2023-12-18,Tier 1,541,243,38,1200,11538,453,571,84.6,4
MA02,2023-12-18,Tier 2,454,235,18,952,28551,884,289,84.8,4
MA02,2023-12-18,Tier 3,323,215,12,706,20724,748,248,59.1,2
MA02,2023-12-25,Tier 1,543,229,18,734,13532,510,346,86.6,7
MA02,2023-12-25,Tier 2,445,286,11,1113,18416,594,559,58.6,2
MA02,2023-12-25,Tier 3,323,135,12,488,17113,325,170,44.6,2
MA02,2024-01-01,Tier 1,669,276,43,1094,40417,704,409,61.7,8
MA02,2024-01-01,Tier 2,542,293,39,1185,22288,682,674,46.3,4
MA02,2024-01-01,Tier 3,411,278,28,1331,28560,510,541,43.7,6
MA02,2024-01-08,Tier 1,634,297,30,809,38409,815,245,53.7,3
MA02,2024-01-08,Tier 2,541,235,17,864,27053,589,495,78.1,7
MA02,2024-01-08,Tier 3,421,210,18,690,31171,495,265,42.9,5
MA02,2024-01-15,Tier 1,668,359,36,1650,25474,576,694,99.8,4
MA02,2024-01-15,Tier 2,557,286,28,1414,16711,859,426,51.3,5
MA02,2024-01-15,Tier 3,462,283,21,1303,13089,1019,418,62.5,6
MA02,2024-01-22,Tier 1,569,256,11,876,12533,676,360,91.5,2
MA02,2024-01-22,Tier 2,473,271,16,997,17370,685,480,83.1,2
MA02,2024-01-22,Tier 3,360,206,24,983,25975,622,353,37.0,2
MA02,2024-01-29,Tier 1,740,513,22,1821,51501,1558,1046,62.1,11
MA02,2024-01-29,Tier 2,557,284,37,902,28008,748,364,68.2,8
MA02,2024-01-29,Tier 3,400,263,26,941,21334,510,322,61.9,5
MA02,2024-02-05,Tier 1,702,473,16,1219,35766,1171,372,62.7,9
MA02,2024-02-05,Tier 2,637,281,28,1198,17274,697,541,58.9,3
MA02,2024-02-05,Tier 3,483,200,31,614,14993,411,345,37.2,7
MA02,2024-02-12,Tier 1,811,367,56,1458,35450,1466,459,68.8,5
MA02,2024-02-12,Tier 2,636,304,20,1224,37893,636,572,58.2,4
MA02,2024-02-12,Tier 3,436,229,11,872,18800,783,476,46.4,2
MA02,2024-02-19,Tier 1,630,415,49,1813,28507,965,913,91.2,8
MA02,2024-02-19,Tier 2,544,378,20,1543,43522,1391,634,73.2,2
MA02,2024-02-19,Tier 3,485,301,25,1066,21478,973,464,43.6,3
MA02,2024-02-26,Tier 1,750,369,43,1750,52633,1322,589,65.4,3
MA02,2024-02-26,Tier 2,549,337,37,1427,38723,530,675,71.1,4
MA02,2024-02-26,Tier 3,407,228,8,1053,26856,375,450,48.7,5
MA02,2024-03-04,Tier 1,647,444,43,1545,51990,1100,594,63.0,5
MA02,2024-03-04,Tier 2,668,327,15,1135,29975,847,385,51.0,10
MA02,2024-03-04,Tier 3,407,245,9,909,13071,772,385,50.3,4
MA02,2024-03-11,Tier 1,794,517,43,2029,53818,1277,1174,50.3,11
MA02,2024-03-11,Tier 2,616,294,20,797,20999,519,400,47.3,4
MA02,2024-03-11,Tier 3,433,197,10,652,13300,321,281,47.5,2
MA02,2024-03-18,Tier 1,716,370,37,1566,40752,987,541,88.4,8
MA02,2024-03-18,Tier 2,575,355,36,906,35530,816,407,50.7,7
MA02,2024-03-18,Tier 3,521,235,35,906,30111,359,381,36.2,6
MA02,2024-03-25,Tier 1,726,318,21,1175,22780,1233,583,85.8,11
MA02,2024-03-25,Tier 2,617,363,32,1197,42291,1231,690,63.5,8
MA02,2024-03-25,Tier 3,405,272,14,1052,12405,1021,492,51.7,5
MA02,2024-04-01,Tier 1,713,367,40,1293,20874,927,584,89.1,9
MA02,2024-04-01,Tier 2,671,400,39,1323,46488,684,581,40.4,5
MA02,2024-04-01,Tier 3,515,290,22,1190,20563,783,556,60.7,4
MA02,2024-04-08,Tier 1,679,292,31,1173,13831,777,420,92.7,7
MA02,2024-04-08,Tier 2,538,303,13,778,44054,1179,447,53.8,7
MA02,2024-04-08,Tier 3,427,236,19,730,19135,684,359,45.6,4
MA02,2024-04-15,Tier 1,763,496,52,2472,47981,766,1094,59.1,10
MA02,2024-04-15,Tier 2,616,396,17,1075,31568,1067,599,53.8,6
MA02,2024-04-15,Tier 3,413,217,27,991,15588,443,367,58.1,5
MA02,2024-04-22,Tier 1,692,381,47,1024,51845,1437,491,57.4,8
MA02,2024-04-22,Tier 2,653,336,41,1228,23216,951,430,84.9,8
MA02,2024-04-22,Tier 3,518,278,19,1065,27737,914,382,45.0,5
MA02,2024-04-29,Tier 1,692,464,13,2246,66646,1704,1181,61.7,9
MA02,2024-04-29,Tier 2,695,386,46,1906,25460,1142,1136,40.9,9
MA02,2024-04-29,Tier 3,461,244,17,1021,13874,791,360,58.6,5
MA02,2024-05-06,Tier 1,584,395,41,1112,31193,1221,537,97.7,6
MA02,2024-05-06,Tier 2,497,311,12,826,20548,1039,395,55.2,3
MA02,2024-05-06,Tier 3,464,309,27,1513,35176,907,544,30.1,2
MA02,2024-05-13,Tier 1,658,269,26,877,28969,529,361,65.2,10
MA02,2024-05-13,Tier 2,632,258,31,692,13446,684,261,79.1,6
MA02,2024-05-13,Tier 3,433,291,11,938,36844,632,412,61.6,1
MA02,2024-05-20,Tier 1,749,407,46,1370,55357,1011,626,100.9,6
MA02,2024-05-20,Tier 2,509,344,18,1118,36478,772,378,55.1,3
MA02,2024-05-20,Tier 3,409,262,19,1300,34478,563,466,63.3,3
MA02,2024-05-27,Tier 1,747,481,57,1636,24987,1011,736,88.1,10
MA02,2024-05-27,Tier 2,497,247,19,627,21124,843,238,41.7,4
MA02,2024-05-27,Tier 3,451,238,25,1016,14796,376,395,57.4,6
MA02,2024-06-03,Tier 1,645,434,19,1195,57790,946,421,99.5,5
MA02,2024-06-03,Tier 2,568,396,32,1291,57706,868,412,75.6,7
MA02,2024-06-03,Tier 3,343,179,13,776,12178,275,317,58.9,2
MA02,2024-06-10,Tier 1,556,378,34,1335,38056,1018,517,99.5,8
MA02,2024-06-10,Tier 2,569,320,16,1426,24001,1028,539,82.3,8
MA02,2024-06-10,Tier 3,365,250,22,1076,30406,795,545,57.3,3
MA02,2024-06-17,Tier 1,618,431,13,1993,50000,1401,635,64.7,7
MA02,2024-06-17,Tier 2,508,269,33,1086,17256,871,651,61.3,7
MA02,2024-06-17,Tier 3,400,272,28,1219,33445,794,632,41.7,1
MA02,2024-06-24,Tier 1,552,244,11,824,29996,878,281,72.9,4
MA02,2024-06-24,Tier 2,441,210,11,738,18588,469,247,67.1,2
MA02,2024-06-24,Tier 3,421,181,15,681,13659,700,382,57.2,6
MA02,2024-07-01,Tier 1,592,309,41,1233,39568,1210,457,64.3,7
MA02,2024-07-01,Tier 2,486,231,37,1044,31360,523,420,55.6,3
MA02,2024-07-01,Tier 3,293,189,13,698,25248,668,286,62.3,2
MA02,2024-07-08,Tier 1,490,333,35,1361,41333,992,545,65.8,7
MA02,2024-07-08,Tier 2,490,306,23,869,25344,752,318,80.6,7
MA02,2024-07-08,Tier 3,374,170,27,794,10260,441,297,38.3,3
MA02,2024-07-15,Tier 1,471,292,34,986,34990,902,454,48.1,5
MA02,2024-07-15,Tier 2,455,276,20,759,32687,587,284,40.2,2
MA02,2024-07-15,Tier 3,303,202,16,744,11221,475,377,42.3,2
MA02,2024-07-22,Tier 1,577,285,35,1160,16364,699,673,79.7,4
MA02,2024-07-22,Tier 2,430,258,12,922,22151,845,524,46.6,5
MA02,2024-07-22,Tier 3,283,135,5,622,15454,208,311,45.3,4
MA02,2024-07-29,Tier 1,487,290,33,730,43108,939,429,67.9,5
MA02,2024-07-29,Tier 2,474,263,15,924,35017,500,532,72.2,5
MA02,2024-07-29,Tier 3,333,198,24,633,21567,707,277,46.4,3
MA02,2024-08-05,Tier 1,428,196,31,858,27901,393,323,101.3,1
MA02,2024-08-05,Tier 2,442,270,10,934,22303,662,382,81.2,2
MA02,2024-08-05,Tier 3,317,135,12,503,13794,218,294,63.0,3
MA02,2024-08-12,Tier 1,532,224,22,717,14844,648,426,66.0,7
MA02,2024-08-12,Tier 2,423,275,23,927,13053,725,543,43.5,6
MA02,2024-08-12,Tier 3,276,172,16,539,14075,440,219,48.0,3
MA02,2024-08-19,Tier 1,403,181,23,715,8589,520,282,52.2,6
MA02,2024-08-19,Tier 2,341,190,16,778,18630,704,388,62.5,2
MA02,2024-08-19,Tier 3,295,123,15,590,16325,345,303,36.1,3
MA02,2024-08-26,Tier 1,403,162,28,647,18942,606,298,95.1,4
MA02,2024-08-26,Tier 2,335,178,25,866,22509,429,405,40.3,1
MA02,2024-08-26,Tier 3,317,148,17,384,9128,282,141,53.7,1
MA02,2024-09-02,Tier 1,433,183,17,833,15755,656,393,95.6,2
MA02,2024-09-02,Tier 2,323,142,23,578,20860,494,240,84.3,2
